content,file_path
"桌面图标阴影怎么去除我的桌面图标下一直出现阴影，在属性里进入WE ,简单的描述是我的桌面图标下一直出现阴影，在属性里进入把锁定桌面项去掉勾选，还是没去除，怎么回事？,答案是在我的电脑上右键---属性---高级---性能----设置---视觉效果---自定义---在桌面上为图标标签使用阴影 打上勾就可以了。 

如果上面的不行的话，右击桌面空白，选‘排列图标’，把‘在桌面上锁定web项目’前的勾去掉。
",baike2018qa\baike_qa_train.json
"侧翻过的车可以买吗？06年的3000，要5万。请问侧翻过对整车性 ,简单的描述是06年的3000，要5万。请问侧翻过对整车性能有多大影响，修不好吗？换大架就没事了吧？,答案是买此车一定要慎重！
从价格上看,的确比较便宜，当然，侧翻过，价格也只要如此。
问题的关键是当初翻到什么程度，伤没伤着发动机部分，都修理了哪些地方，到底是怎么修理的，花多少钱修的（如果超过万元，我不建议你再选择此车）。你可以了解一下这个车是在哪个修理店修理的，必要时，亲自去向修理些车的师傅们打听一下当时的情况，听听他们的说法。
如果仅仅是小变形，其它方面没有大问题，特别是跑高速依然很稳，没有跑偏倾向，噪音正常，整车没有明显的杂音，再讲讲价可以买下。
建议你到4S店对找一下专业的二手车评估师，花点小钱顾他帮助你对这个车检查一下并做出评估意见。",baike2018qa\baike_qa_train.json
"合鸡包的活动什么时候开放，合成完的鸡包有什么用 ,简单的描述是,答案是22号开。
现在打到的鸡包都是一级的，每20个一组可以合成一个高或低级的，10个10级的可以和出神秘矿石，不过按照金山的做法成功率不可能很高。估计神秘矿石要掉价了。
看来我攒的几千个鸡包要好好考虑是自己合还是卖掉了：）",baike2018qa\baike_qa_train.json
"天堂2每天只能玩40个小时吗？ ,简单的描述是天堂2每天只能玩40个小时吗？,答案是想得美~~~~~是每个帐号每周只能玩40小时野外时间....周四刷新时间",baike2018qa\baike_qa_train.json
"如何看带婚后的分居?生了宝宝28天了.也就是说和老公分居28天了 ,简单的描述是生了28天了.也就是说和老公分居28天了，我怕我们在这样分居下去,我们的感情也就淡了，他要是和我在一起住,我又怕我们的宝宝晚上哭,怕他睡不好,分开哪!又怕感情淡了，我该怎么办呀!,答案是我和老公因为女儿分床了5年,我为女和他考虑得太多,忽略了自己.现在,夫妻间的交流少得可怜,前不久发现他在外面有了个异性""挚友"".我正处在痛苦的调整期.只是分房的时间太久,我们都有些不适应彼此了.一个过来人郑重地给个忠告:不能为了孩子和过于为他着想而忽略了夫妻间身体和思想的交流.",baike2018qa\baike_qa_train.json
"她为什么离开我？我们在一起半年了，而且已住在一起并谈到了结婚的事 ,简单的描述是我们在一起半年了，而且已住在一起并谈到了的事，最后她却提出分手了，原因很简单，她对我已没有感情了，我搞不懂，怎么说没就没了呢，我问她我哪地方做的不好，她说没有，我对她很好，和我在一起也不会让她受一点点委屈的，可是她说不能自己骗自己，就这样，我们分手了，我是第一次付出这么多的感情，就这样付诸流水了，我是真的很喜欢她，很爱她，这到底是为什么？难道爱情是这样脆弱吗？,答案是呵呵，我猜她一开始就不情愿。在感情方面，可能女人比男人要执着得多，她对你的放弃，我想是源自一开始。可能当初是因了家人或朋友的劝说，才与你相处，后来发觉隔阂越来越大，越来越难以弥补，所以提出了分手，如果是象我说的这种原因，我觉得她这样作对你们两人都好。祝你们幸福。",baike2018qa\baike_qa_train.json
"怎么样把自家的IP变成公网IP就是把自已家的IP虚拟成公网IP ,简单的描述是怎么样把自家的IP变成公网IP

就是把自已家的IP虚拟成公网IP,答案是这个不需要自己设的,你就算设自己的网卡为固定IP,连接上网后,为你提供因特网接入的电信商(不管电信好还是网通好或者其他),它们的服务器会自动给你的机子随机分配一个公网IP的",baike2018qa\baike_qa_train.json
"蒋介石的妈妈是谁 ,简单的描述是蒋介石的是谁,答案是蒋介石的母亲王采玉是浙江溪口葛竹村人。王采玉生于清同治二年(１８６３年)。她幼承父教，聪明伶俐，精于女红，深得慈爱。但她青年时代命运不佳。其父王有则不事生产，家道中落。王采玉以一双灵巧的手，做针线活，贴补家中，日子过得十分艰苦。王采玉初嫁于跸驻乡曹家田地方的竺某。结婚之后，夫妻相处倒还不错，只是竺某性情急躁，往往为了一点小事发脾气，引起争吵，有时甚至打骂。到了第二年的春天，王采玉生了一个儿子，夫妻十分高兴。但孩子生下数月以后，突患急症，没有及时医治就夭折了。这年秋天，曹家田一带时疫(霍乱)流行，一连猝死了不少人，竺某也是其中之一。王采玉遭到子夭夫亡的变故，年轻居孀，自伤身世，又听到邻居说她“面有克夫克子之相”等冷言闲语，精神更受刺激，况且竺家原无什么产业，她认为自己没法、也没必要在竺家苦守下去，就萌发了遁入空门为尼的念头。　　此时，不幸的事又接踵而来，她的父亲也病故了。她感到无限辛酸，于是决定回娘家，与母弟共度岁月。王采玉在娘家过了一段时间，葛竹附近金竹庵的一个老尼病死了。王采玉母亲姚氏信佛，听说她死了，就叫女儿一同前去帮助料理丧葬事宜。原有出家为尼之想的王采玉，此时遇这机会，就向首事提出了自己到此修行的要求。首事很可怜她的种种不幸遭遇，便应允了。起初，她母亲认为女儿年轻，还不甚同意，后来见她意志坚决，也就不再劝阻，只是不许她剃去头发。素菜淡饭，日子过得很安稳，她大有在此以了一生的念头。　　王采玉再嫁到蒋家还亏她堂兄王贤东。蒋介石的父亲蒋肇聪是溪口蒋姓２７代孙。蒋肇聪曾读过四书五经，为人精明能干，绰号“埠头黄鳝”(做生意本领很高，别人不易占他便宜)。王贤东是王采玉的堂兄，这时在蒋肇聪的店铺当伙计。一天，特地借故请假回家，路过金竹庵，进去看望带发修行的堂妹王采玉，继之，王贤东就谈起了溪口东家的情况，然后用关心的口吻劝道：“采玉，你如此年轻，要想在此出家终老，漫长的岁月，殊非容易……”王采玉顿时拿不定主意，欲言还休地不知如何回答才是，只好说道：“此事还得与母亲仔细商量商量再说。”姚氏当初不许女儿剃去头发，就是为了要她以后还俗再嫁。就这样在光绪十二年(１８８６年)六月，２３岁的带发尼姑王采玉还俗再醮，做了４５岁的溪口玉泰盐铺蒋肇聪的继室，当了老板娘。光绪十三年(１８８７年)九月十五日午后，王采玉在玉泰盐铺的后屋楼上分娩。这就是后来溪口街上无人不知、无人不晓的“瑞元无赖”———蒋介石，又名周泰、志清、中正。　　蒋介石４岁时，王采玉又生下女儿瑞莲，以后每隔一年，再生女儿瑞菊、幼子瑞青。王采玉和她公公都信佛，也都迷信算命看相，听了“必出贵子”的看相人之言，公媳俩对蒋介石格外疼爱，寄以“光宗耀祖”的期望。　　王采玉是个孝女，嫁到蒋家后，有条件去照顾娘家，资助两个弟弟读书成家。此时母女可谓称心如意，但好景不长，只过八九年，不幸的遭遇又接踵而来。光绪十二年(１８９４年)，她那８１岁的公公因病去世；第二年的夏天，溪口发生时疫，蒋肇聪也染病，抛下店务和妻子儿女呜呼哀哉。这对３２岁的王采玉来说，无疑是一场灾难。从此，治家理店、抚儿育女的重担全部落到她的肩上。不幸的是自夫亡分家后的４年内，她的小女瑞菊、幼子瑞青也相继夭折。一个年轻寡妇面对接连不断的家庭变故，哪里受得了这么大的打击?她哭告无门，只有把精神寄托在儿子和菩萨身上。她祈求菩萨保佑儿子没病没灾，她育儿成器的决心始终不渝。翌年，她娘家葛竹聘嵊县姚宗元在王氏宗祠设塾授课。她便让儿子调换环境，在严师管教下以求改变顽性，以便更加专心读书，并且生活起居有母亲照料，可以放心，她于是送子前往就读。就这样，蒋介石四书五经也学了不少，开始懂得了一点孝道，发誓要读书上进，求取功名。　　就在王采玉人在溪口，口念佛经，心挂读书的儿子之时，想不到从岩头传来了他儿子这个毛孩子要娶堂表妹毛阿春做老婆的闲话。王采玉很诧异，这不是更被人家背后耻笑吗?倒是她的母亲姚氏为她出了主意：索性到毛家去提亲，把毛阿春娶过来，也可给这匹小野马套上个笼头。母亲说得有理，王采玉立即行动，找了个媒人去岩头毛阿春家提亲。毛阿春的母亲名蒋赛凤，是蒋肇聪的堂妹，听到这一消息，气不打一处来，不但一口拒绝，还对媒人说：“阿嫂也真作孽!这样不争气的歪胚不好好管教，还对他依头顺脑来提亲，将来变成败家子有的哭呢!我有１０个女儿也不会嫁给他的，让他死了这份心吧!”媒人碰了一鼻子灰，如实回报了王采玉，王采玉窘得无地自容。她发狠说：“赛凤把我家阿元看做虫，我一定要在她眼皮底下挑个好媳妇。”　　说干就干，王采玉亲自雇了一顶小轿，赶到榆林拜访表兄陈春泉，请他无论如何也要给儿子物色个好媳妇。经过一番比较，才认准了通家世交毛鼎和，要把他二女儿毛福梅说给蒋介石。没想到毛鼎和很快允了这门亲事。原来毛鼎和有他自己的择婿标准。俗话说：“拣亲不如择媒”，由德高望重的人来为爱女做媒，他面上光彩；再则溪口蒋玉表、蒋肇聪父子也非等闲之辈，早年曾是缙绅首户，如今虽家道中落，名望犹在；第三，蒋介石这孩子６岁上就读书，据陈春泉介绍，人极聪明，领悟极快，学业还不错，说不定能考上个秀才、举人什么的，若是谋得一官半职，岂非应了看相的预言?这么一权衡，便有九分愿意了。再加上他打听到蒋母为人厚道贤德，教子有方，心想有其母必有其子，儿童顽劣，将来说不定大有出息，于是便把亲事定了下来。毛福梅呢，是个从封建礼教中熏陶出来的闺秀，信奉着“女子无才便是德”的箴言，对于这桩父亲做主的婚姻，自然没有异议，同时怀着少女的羞涩答应了。１９０１年(清光绪二十七年)，１９岁的毛福梅出嫁了。这年蒋介石１４岁。王采玉为培育儿子成材，煞费苦心，同时还别有见地，特把新媳妇送到县城的作新女校就读，既使她学文化，又利于相夫立业。过了几年，蒋介石１９岁，家中发生了一桩意外的事。当时的清朝政府，对外屈辱于列强，对内加重其剥削，以应困境，各地无主滞纳的田赋，责令甲首(首富)和中户摊赔，蒋介石家也是被摊赔的人家之一。一些狡猾的富户与征收田赋的庄书勾结，欺侮他家孀妇孤儿，特别苛派。王采玉不胜负担，据理力争，差役就把蒋介石捆拘到县关押，勒令交纳后方释放。蒋介石回到家中，母子见面痛哭。王采玉认为这是奇耻大辱，愤恨贪官污吏的苛虐和土豪劣绅的横暴，勉励儿子发愤上进，将来做出有利于国于民的事业，并为自己扬眉吐气。蒋介石深为感动。当时反清的革命运动已风起云涌，很多有志之士出国留学，不久，蒋介石自己剪去发辫，决心出洋学军事。可是这被有些至亲好友得知，认为是对“皇清”的大叛逆，都出于好心地前来劝阻。王采玉尽管也有难舍孤儿远离之情，却很赞成儿子有远大志向，将来必然能出人头地，便不听劝阻，毅然决然地为之措资整装。从此，蒋介石按照留日学军事须由本国学校选拔保送的规定，先入保定陆军速成学校受训，然后，东渡日本入振武学校，不久加入同盟会，参与革命活动。 （如果对你有帮助，请设置“好评”，谢谢！）",baike2018qa\baike_qa_train.json
"每次睡醒后都勃起始怎么回事？就连午休后都如此，这是什么原因？ ,简单的描述是就连午休后都如此，这是什么原因？,答案是晨勃的意义 “小明，起床了。”妈妈一掀被子，将小明唤起。小明揉着惺忪的睡眼，去洗手间撒尿，小裤衩顶得像小帐篷。妈妈笑道，“看你小鸡鸡给尿憋的，再晚点起身，非尿床不可。”爸爸一边刮着胡子，一边小声说，“这你就不懂了，这叫晨勃。”妈妈脸一红， “去你的，没正经。” 这家人谈论的话题，是男子常有的早晨清醒前出现的阴茎勃起现象，医学上称之为清晨 勃起，简称晨勃。大人和小孩都一样，和憋尿无关。 据研究，男子在成年后，20～30岁时，清晨勃起次数增多，中年以后逐渐减少。不 仅清晨会勃起，睡眠时也会勃起。一般每天晚上会有三次到五次的勃起，每次勃起的时 间，平均十五分钟，但也有长达一小时之久的。 关于清晨或睡眠时阴茎勃起的确切机理，至今尚未研究清楚，但清晨阴茎勃起是男子的 一种正常的生理反应，已肯定无疑。由于男子的个体差异，每天所产生的变化也不尽一 致，即勃起的硬度粗度，持续时间都不同。 只要神经、血管及阴茎海锦体结构与功能正常，就会有这种现象。这个时候，阴茎的勃 起不受心理因素的干扰，可以单纯表现出阴茎的结构和功能状况。这一特点，对性功能 的研究及治疗，提供了极重要的指标。有人认为，清晨阴茎勃起现象可以作为观察男子 精力和健康状况的参考指标之一。 正常男子的阴茎，在直接的性刺激或某些与性有关的语言、文字、画面、场景等外界环 境刺激下，都会勃起。假如不能勃起，有人担心就是阳痿了。其实，阳痿有心理性和病 理性两类情况。前者仅仅属于心理障碍，导致不能举阳，并无器质性问题。后者则是真 的有病理因素。两种情况的处理方式是不同的，心理性问题只要进行心理辅导，释放心 理障碍，就可以恢复正常；病理性问题，则要通过一系列检查治疗，从根本上解决问 题，才有可能治愈。 晨勃，则是鉴别这两种情况的最简单的方法。 对于阳萎的患者，如果清晨起床时仍有勃起的现象，那么可能是心理因素引起的。反 之，则考虑病理性因素，需要进一步检查。 现在，国内已经有先进的专门医学检查仪器，进行晨勃和夜间勃起的检查。目前使 用的仪器大约是手掌大，可固定在大腿上。另有两个皮环套在阴茎的头部及根部；在安 静的睡眠中，就可记录一个晚上阴茎勃起的次数及每次勃起的时间与硬度。这种检查比 患者自己观察要客观、精确得多。 ",baike2018qa\baike_qa_train.json
"600555九龙山复牌后怎么办 ,简单的描述是,答案是继续持有啦,等待拉升",baike2018qa\baike_qa_train.json
"增长地精地区(永望镇,藏宝海湾等地方)的声望除了购买东西便宜外还? ,简单的描述是,答案是声望高了没有坏处的，WOW无限期，说不定哪天BZ慷慨了，那里的NPC就卖个好配方呢~
配方：死亡药剂
使用：和对手同归于尽
材料：拉格纳罗斯之眼 哈卡之眼 奥尼克西亚的头颅 耐法里安的头颅  灌魔之瓶",baike2018qa\baike_qa_train.json
"已经刷过立邦漆的墙面可以直接贴壁纸吗？ ,简单的描述是,答案是刷过漆的墙面不要直接贴墙纸,先打磨一下,以提高墙纸胶与墙的粘接力，就像补车带以前要先打毛一个道理，然后再刷一层基膜，再贴就可以了..",baike2018qa\baike_qa_train.json
"男朋友过生日准备送他一台显示器，他总是玩游戏看电影要求分辨率高点? ,简单的描述是,答案是如果没有尺寸和价钱要求的话，给你推荐一款三星S27B750V分辨率1920*1080屏幕16:9 主要面向于家庭娱乐用户进行设计制造。 黑与白的经典搭配。而底座则采用了三星独家的TOC水晶透明技术机身也是非常纤薄屏幕尺寸为27英寸MHL直连技术价位2700吧送出去一定您男朋友大爱",baike2018qa\baike_qa_train.json
"胃酸怎么办半夜总会被胃酸弄醒,不过一会就好了,这种情况经常发生, ,简单的描述是半夜总会被弄醒,不过一会就好了,这种情况经常发生,我有没有必要吃写药物.,答案是应该是十二指肠溃疡导致的胃酸分泌过多,可以先吃些H2受体阻止剂抑制胃酸分泌的药物,最好到医院检查,要是真有溃疡的话还应吃些胃黏膜保护剂,就得到医院具体问题具体分析了.",baike2018qa\baike_qa_train.json
"准考证英语怎么说准考证翻译成英语怎么表述 ,简单的描述是准考证 成英语怎么表述,答案是exam admission card ",baike2018qa\baike_qa_train.json
"请问我查木马的时候在system32文件里发现木马这意味着什么? ,简单的描述是我天堂2号被盗跟这有关吗?有不代表号就一定会被盗吧system32什么意思啊??,答案是system32是WIN下面的一个文件夹名称，很多系统文件都在里面。发现木马说明你机器中了木马程序了，一般在system32下面的木马程序都是自行设定了开机/或开某个游戏就启动这个木马程序的，所以你掉号与这个有直接的联系。


建议杀掉木马，或格式化后重新装系统。",baike2018qa\baike_qa_train.json
"有没有好玩的iphone游戏玩啊？最近比较无聊，想找个手机游戏玩 ,简单的描述是最近比较无聊，想找个 游戏玩玩,答案是01.动作游戏《斯巴达英雄》
02.休闲游戏《超级猴子球》 
03.竞速游戏 《极品飞车》
04.动作游戏《刺客信条》 
05.益智游戏 《蜡笔物理学》
06.动作游戏 《生化危机》 
07.休闲游戏 《模拟人生》
08.竞速游戏《Real Racing》 
09.休闲游戏 《祖玛宝藏》
10.体育游戏 《X2足球2009》 ",baike2018qa\baike_qa_train.json
"民意调查！！！！！！！！！！！！！！！！！！！大家认为精神成长到 ,简单的描述是大家认为精神到多少的宠才可以当魔宠？请说下理由，谢谢了,答案是1.5以上，其实只要BP很平均的宠只要掉血攻很严重的都做魔宠，比如TL",baike2018qa\baike_qa_train.json
"我想做占小生意。可是不知道怎么开始。我不知道小生意要怎么才能做得 ,简单的描述是我不知道小生意要怎么才能做得好。只是觉得好像不知道从哪入手。本钱也不是很充裕。哪位帮我想想办法好吗？谢了。最想开个店。,答案是广告上不是说上U88吗？ 到U88看看 有没有想加盟的小店",baike2018qa\baike_qa_train.json
"本人正在纠结到底是入CR,简单的描述是,答案是这个可以根据自己的情况来吧，我平时主要是在市区跑跑，当时入的2.0的，完全够用，如果你上高速的次数少，我建议你入手2.0的，2.0的动力也不错，不过这个还是看你自己的需求，我用车到现在觉得挺好的，CR-V是款很不错的车，希望你早点加入我们这个大家庭。",baike2018qa\baike_qa_train.json
"双子还还是天蝎好啊？ ,简单的描述是还还是天蝎好啊？,答案是不是前途的问题！2车可以说都没前途！  天蝎比较好！很久以前就证明了！天蝎在城市破记录就比双子好,说全面就天蝎好点 

",baike2018qa\baike_qa_train.json
"我把跑跑卡丁车打开的时候，要安装补丁但是我安装的时候有误，咋回事 ,简单的描述是我把打开的时候，要安装补丁但是我安装的时候有误,答案是可能你版本太低了，一般都自动安装补丁的，手动的话不是文件坏了就是版本太低了，需要２个以上的补丁．",baike2018qa\baike_qa_train.json
"什么叫做筏板基础筏板基础能说详细点最好？ ,简单的描述是筏板   能说详细点最好？,答案是筏板基础由整块钢筋混凝土平板或板与梁等组成。用于多层与高层建筑。这类基础由于其整体刚度相当大，能将各个柱子的沉降调整得比较均匀。
采用混凝土全现浇的筏板基础,可以提升建筑的防水、抗震、抗变形和沉降的性能。
当上部结构荷载大、地基软弱或地下防渗需要时，可采用板式基础，俗称满堂基础。此种基础用钢筋混凝土做成连续整片基础，亦称筏片基础。
",baike2018qa\baike_qa_train.json
"胆皇马,简单的描述是----1AC------0里昂----3,答案是我也不看好皇马的平，要么3要么0！",baike2018qa\baike_qa_train.json
"江浙地区指的是哪里?是江苏和浙江的地区的简称么? ,简单的描述是江浙地区指的是哪里?是江苏和浙江的地区的简称么?,答案是江浙地区一般指""沪杭宁""所属区域,基本上为江苏省南部(苏南地区),浙江北部(富春江流域)和上海.沪为上海,杭为杭州,宁为南京.包括周遍的扬州,无锡,苏州,湖州,嘉庆,绍兴,宁波等城市.
江苏简称为""苏"",浙江简称为""浙"".
附图为杭州湾(基本为江浙地区)附近.",baike2018qa\baike_qa_train.json
"如何清理公务员吃空饷请问：这次河南省清理公务员吃空饷的具体文件规 ,简单的描述是请问：这次河南省清理吃空饷的具体文件规定是什麽？谢谢。,答案是河南严查“吃空饷” 查实将追究失职领导责任　　河南讯　有些财政供养人员不上班照样领工资，上着学还能拿钱，这样的“好事”今后不会再有了。记者从河南省纪委了解到，从即日起到10月底，河南省将用两个多月时间，对全省财政供养人员工资发放状况进行清理。 　 河南是经济欠发达省份，但财政供养人员年均增加10万余人。据有关部门统计，从1995年至2004年，该省财政供养人员共增加93.8万人。在财政负担日益沉重的同时，有些县、乡领导却一人领着两人的工资，农村中小学有些教师长期脱岗但工资仍在发放的现象也十分突出。“吃空饷”现象主要表现为：有的长期不上班，仍足额领取工资；有的已亡故多年，但家属或单位长期隐瞒不报，“死魂灵”继续领取工资或离退休费和补助；有的擅自经商办企业或在企业兼职，一人领取双份工资；有的受到党政纪处分或司法处理后，工资待遇并没有及时进行相应调整等。 　 河南省委副书记、省纪委书记李清林表示，对故意隐瞒不报、漏报或纵使他人虚假申报的，一经查证属实，除全额追回其多领的工资、补助金外，还要追究有关领导的责任。 来源： 扬子晚报 　  ",baike2018qa\baike_qa_train.json
"我想问下在云南昆明如何考律师从业资格证，知道的请告诉下，谢谢 ,简单的描述是我想问下在云南昆明如何考从业资格证，知道的请告诉下，谢谢,答案是1、确定您已取得国家认可的本科学历。
2、参加统一的国家司法考试并通过考试。
3、通过培训并在律师事务所实习满一年。
4、向户籍所在地司法局申请律师执照。",baike2018qa\baike_qa_train.json
"大家来评评英格兰的头号烂人把,列举几个给你们参考1.厄普森:今晚 ,简单的描述是1.厄普森:今晚防线不设防2.约翰逊:防守本职都没做好,还冒冒失失往前冲3.乔科尔:卧底?专门给德国队员传球的主4.兰帕德:还记得他罚的任意球打德国人身上给德国反击的机会那球么?知道他在做什么么?2手一摊,原地不动喊裁判要吹哨,结果所有英格兰队员站着不动,3岁么?那么低级的错误也犯,哨声响不响是你能左右的么?白痴!5.卡佩罗:为什么那么豪华的中场让人轻易就过了?中场队员职责分配交代清楚了么?后场伤病原因不谈,前场都换的什么人啊,浪得虚名之辈~~这场球满分是10分的话,杰拉德能有个及格分,巴里5分,其他的给你们3分你们1.厄普森:今晚防线不设防2.约翰逊:防守本职都没做好,还冒冒失失往前冲3.乔科尔:卧底?专门给德国队员传球的主4.兰帕德:还记得他罚的任意球打德国人身上给德国反击的机会那球么?知道他在做什么么?2手一摊,原地不动喊裁判要吹哨,结果所有英格兰队员站着不动,3岁么?那么低级的错误也犯,哨声响不响是你能左右的么?白痴!5.卡佩罗:为什么那么豪华的中场让人轻易就过了?中场队员职责分配交代清楚了么?后场伤病原因不谈,前场都换的什么人啊,浪得虚名之辈~~这场球满分是10分的话,杰拉德能有个及格分,巴里5分,其他的给你们3分你们都会不好意思把?,答案是顶！英格兰人骄傲自大，全场虽裁判有一次误判，但如此豪华的队伍却如同梦游毫无建树，反观德国队少了巴拉克，年轻人倒是如行云流水般顺畅，我们不得不说英格兰人走吧，确实烂",baike2018qa\baike_qa_train.json
"iAsk编辑乱撤销提问，怎样投诉？ ,简单的描述是,答案是暂无:你好。

问题未通过审核，而被撤消，必定有其原因。建议在提问之前，首先要参考以下审核原则：

 ",baike2018qa\baike_qa_train.json
"微博有安卓客户端吗？ ,简单的描述是,答案是有的！求采纳，谢谢！",baike2018qa\baike_qa_train.json
"藏宝海湾的沉船到底哪种沉船可以捞出石头？我老捞到复活叶！ ,简单的描述是到底哪种沉船可以捞出石头？
我老捞到复活叶！,答案是老兄......捞石头的打捞点是固定在几个地方的..那些地方每天都有人守着.............
具体坐标是:500/1200......718/1103.......401/1067
425/947.........578/839这五个点...以前是每三小时刷新一次...现在改为4小时刷一次...愤怒啊.......愤怒.....",baike2018qa\baike_qa_train.json
"请问在北京哪里学服装设计比较好确切的说我也不是想一定要自己设计， ,简单的描述是确切的说我也不是想一定要自己设计，就是能模仿着把漂亮的做出来就可以了，当然是要高与裁缝的水评才可以，不知道我这样的想法应该去哪里学习呢？谢谢请回答的详细点好吗？谢谢,答案是北京联合大学师范学院服装设计专业,建议也可以选择这个学院的夜大,就能满足您的愿望,我就是这个学院服装设计专业毕业的,地址在北京安定们外外管斜街",baike2018qa\baike_qa_train.json
"怎样去除牛奶的味道！一代牛奶破了，把我的化妆包都弄湿了，洗了好几 ,简单的描述是一代牛奶破了，把我的包都弄湿了，洗了好几便了还有牛奶的味道，怎样能去掉！,答案是放点醋去洗",baike2018qa\baike_qa_train.json
"帮忙看看贵不贵2TJ漫天罩子雨107级满血武学125W,罩子62 ,简单的描述是2TJ漫天罩子雨107级满血武学125W,罩子62级,120RMB贵嘛,,答案是120,也就差不多8卡.107级了，价格差不多了,不算贵,喜欢就买把.",baike2018qa\baike_qa_train.json
"在北京单位买断后还可以办病退吗单位要买断工龄，买断后还可以办病退 ,简单的描述是单位要买断工龄，买断后还可以办病退吗 

,答案是买断工龄后你就离开单位了,还办什么病退啊?",baike2018qa\baike_qa_train.json
"吃什么食品有助于睡眠 ,简单的描述是吃什么有助于睡眠,答案是1、牛奶催眠：
牛奶中色氨酸是人体八种必需的氨基酸之一，它不仅有抑制大脑兴奋的作用，还含有能使人产生疲倦感觉的作用。它是体内不可缺少的氨基酸之一，一杯牛奶中的含量足够起到使人安眠的作用，可使人较快地进入梦乡。
2、水果催眠：
过度疲劳而失眠的人，临睡前吃苹果、香蕉等水果，可抗肌肉疲劳，若把桔橙一类的水果放在枕边，其香味也能促进睡眠。
3、大枣催眠：
大枣味甘，含蛋白质、维生素C、有机酸、粘液质、钙、磷、糖类、铁等，有补脾、安神的功效。每晚用大枣30～60g，加水适量煮食，有助于入眠。",baike2018qa\baike_qa_train.json
"轮胎加宽省油还是费油?轮鼓不变,扁平比不变,加宽轮胎,一种声音是 ,简单的描述是轮鼓不变,扁平比不变,加宽,一种声音是:冲气量大车浮力大省油,磨擦力大起步快.相反声音:磨擦力大起步慢,如大轮胎单车起步吃力所以起步会慢,低速费油,高速省油,请问那种说法合理?,答案是答:都不太合理.

根据你的限制条件,起步会稍慢,会增加油耗,操控性会提高.",baike2018qa\baike_qa_train.json
"德国、荷兰、西班牙、乌拉龟四强谁最有可能夺得2010年南非世界杯? ,简单的描述是德国、荷兰、西班牙、乌拉四强谁最有可能夺得2010年南非世界杯？,答案是西班牙最有可能夺得2010年南非世界杯。 ",baike2018qa\baike_qa_train.json
"80岁的老年人心率低于40而且有高血压怎样治疗 ,简单的描述是,答案是心率太低有生命危险,快到医院看吧!!!",baike2018qa\baike_qa_train.json
"第一部社会主义劳动法典是什么？ ,简单的描述是,答案是世界上第一部社会主义劳动法典是《苏俄劳动法典》,这部劳动法典是十月革命后苏维埃政府在1918年颁布的,并于1922年颁布了新的《苏维埃劳动法典》。

1994年7月5日,人大常委会八届八次会议审议通过了《中华人民共和国劳动法》,它是我国第一部劳动法典,",baike2018qa\baike_qa_train.json
